,left_WHOLE_NAME,left_UID,similarity,right_requestID,right_wholeName
748,KOREA MINING DEVELOPMENT TRADING,2522145,1.0,WW1234624,KOREA MINING DEVELOPMENT TRADING
749,ZIMBABWE MINING DEVELOPMENT,913096,0.5251519,WW1234624,KOREA MINING DEVELOPMENT TRADING
750,NATIONAL INDUSTRIES AND MINING DEVELOPMENT,4568552,0.5143621,WW1234624,KOREA MINING DEVELOPMENT TRADING
751,VENTORA DEVELOPMENT,4280966,0.4525811,WW1234624,KOREA MINING DEVELOPMENT TRADING
752,TADBIR DRILLING DEVELOPMENT,2053154,0.43523377,WW1234624,KOREA MINING DEVELOPMENT TRADING
753,AMROGGANG DEVELOPMENT BANK,1102528,0.40704262,WW1234624,KOREA MINING DEVELOPMENT TRADING
754,GHADIR INTERNATIONAL TRADING AND DEVELOPMENT,4568526,0.4014155,WW1234624,KOREA MINING DEVELOPMENT TRADING
755,KOREA UNITED DEVELOPMENT BANK,1102538,0.39737302,WW1234624,KOREA MINING DEVELOPMENT TRADING
756,ROZARO DEVELOPMENT,3712962,0.3807131,WW1234624,KOREA MINING DEVELOPMENT TRADING
757,ACHIM DEVELOPMENT,2564035,0.37676725,WW1234624,KOREA MINING DEVELOPMENT TRADING
758,TOVASE DEVELOPMENT,5280920,0.376333,WW1234624,KOREA MINING DEVELOPMENT TRADING
759,NARENJESTAN HOTEL AND BUILDING DEVELOPMENT,4568506,0.37227884,WW1234624,KOREA MINING DEVELOPMENT TRADING
760,SIMATIC DEVELOPMENT,1629765,0.36394963,WW1234624,KOREA MINING DEVELOPMENT TRADING
761,KAVEH PARS MINING INDUSTRIES DEVELOPMENT,5202955,0.3603568,WW1234624,KOREA MINING DEVELOPMENT TRADING
762,OFOGH SABERIN ENGINEERING DEVELOPMENT,1345077,0.35976112,WW1234624,KOREA MINING DEVELOPMENT TRADING
763,EKO DEVELOPMENT AND INVESTMENT,2861213,0.35968673,WW1234624,KOREA MINING DEVELOPMENT TRADING
764,NOVE DEVELOPMENT EOOD,6492086,0.35647577,WW1234624,KOREA MINING DEVELOPMENT TRADING
765,IRANIAN NOVIN INDUSTRY DEVELOPMENT,4066322,0.3494776,WW1234624,KOREA MINING DEVELOPMENT TRADING
766,INTERNATIONAL INVESTMENT DEVELOPMENT HOLDING,5427443,0.33715764,WW1234624,KOREA MINING DEVELOPMENT TRADING
767,SINO ZIM DEVELOPMENT,2280532,0.3355474,WW1234624,KOREA MINING DEVELOPMENT TRADING
768,GHADIR INVESTMENT AND INDUSTRY DEVELOPMENT,4568557,0.33109245,WW1234624,KOREA MINING DEVELOPMENT TRADING
769,SINA ENERGY DEVELOPMENT,3220034,0.3283959,WW1234624,KOREA MINING DEVELOPMENT TRADING
770,IRAN ZINC MINES DEVELOPMENT,1737418,0.32589427,WW1234624,KOREA MINING DEVELOPMENT TRADING
771,SAKHTEMAN INTERNATIONAL DEVELOPMENT,4569227,0.32441685,WW1234624,KOREA MINING DEVELOPMENT TRADING
772,MININ,4447064,0.31950107,WW1234624,KOREA MINING DEVELOPMENT TRADING
773,UNION DEVELOPMENT GROUP CO,6029651,0.31768596,WW1234624,KOREA MINING DEVELOPMENT TRADING
774,ROMDOUL DEVELOPMENT CO,5425913,0.316269,WW1234624,KOREA MINING DEVELOPMENT TRADING
775,KORYO CREDIT DEVELOPMENT BANK,1102540,0.3125322,WW1234624,KOREA MINING DEVELOPMENT TRADING
776,IRAN ELECTRONIC DEVELOPMENT,1679212,0.30840757,WW1234624,KOREA MINING DEVELOPMENT TRADING
777,NATIONAL AEROSPACE DEVELOPMENT ADMINISTRATION,2956173,0.3069277,WW1234624,KOREA MINING DEVELOPMENT TRADING
778,SINA PAYA SANAT DEVELOPMENT,6155475,0.305951,WW1234624,KOREA MINING DEVELOPMENT TRADING
779,AMINI,4217199,0.3055381,WW1234624,KOREA MINING DEVELOPMENT TRADING
780,CEMENT INDUSTRY INVESTMENT AND DEVELOPMENT,1031034,0.30545646,WW1234624,KOREA MINING DEVELOPMENT TRADING
781,VENTORA MINING,6817740,0.3032867,WW1234624,KOREA MINING DEVELOPMENT TRADING
782,GHADIR REALTIME SYSTEMS DEVELOPMENT,4566249,0.3028159,WW1234624,KOREA MINING DEVELOPMENT TRADING
783,RADIATION APPLICATIONS DEVELOPMENT,4569105,0.30277455,WW1234624,KOREA MINING DEVELOPMENT TRADING
784,EQUIPMENT DEVELOPMENT DEPARTMENT,4419604,0.30025455,WW1234624,KOREA MINING DEVELOPMENT TRADING
785,ALAMER DEVELOPMENT AND REAL ESTATE INVESTMENT,6217757,0.2987681,WW1234624,KOREA MINING DEVELOPMENT TRADING
786,IRANIAN MINES AND MINING INDUSTRIES DEVELOPMENT AND RENOVATION ORGANIZATION,1055671,0.2931469,WW1234624,KOREA MINING DEVELOPMENT TRADING
787,PISHGAMAN HORIZON DEVELOPMENT IRANIAN BUSINESS TRADING,6155321,0.29251903,WW1234624,KOREA MINING DEVELOPMENT TRADING
788,NATIONAL DEVELOPMENT FUND OF IRAN,1523254,0.29240155,WW1234624,KOREA MINING DEVELOPMENT TRADING
789,BEHSAZAN PARS EQUIPMENT DEVELOPMENT,4566394,0.29145128,WW1234624,KOREA MINING DEVELOPMENT TRADING
790,PARSIAN OIL AND GAS DEVELOPMENT,3284403,0.29042247,WW1234624,KOREA MINING DEVELOPMENT TRADING
791,ATOMIC FUEL DEVELOPMENT ENGINEERING,1638150,0.2884946,WW1234624,KOREA MINING DEVELOPMENT TRADING
792,BEHSHAHR INDUSTRIAL DEVELOPMENT,4566406,0.28847697,WW1234624,KOREA MINING DEVELOPMENT TRADING
793,EXPORT DEVELOPMENT BANK OF IRAN,832095,0.28814462,WW1234624,KOREA MINING DEVELOPMENT TRADING
794,AGRICULTURAL DEVELOPMENT BANK,3584547,0.2871997,WW1234624,KOREA MINING DEVELOPMENT TRADING
795,TADBIR CONSTRUCTION DEVELOPMENT,2041511,0.2870402,WW1234624,KOREA MINING DEVELOPMENT TRADING
796,IRANIAN TITANIUM DEVELOPMENT,4569225,0.2862636,WW1234624,KOREA MINING DEVELOPMENT TRADING
797,KOREA TANGUN TRADING,782411,0.2862619,WW1234624,KOREA MINING DEVELOPMENT TRADING
798,PARS INTERNATIONAL INDUSTRY DEVELOPMENT,4569146,0.28436473,WW1234624,KOREA MINING DEVELOPMENT TRADING
799,INTERNATIONAL INDUSTRIAL DEVELOPMENT BANK,1102535,0.28400666,WW1234624,KOREA MINING DEVELOPMENT TRADING
800,DING,1062675,0.28392747,WW1234624,KOREA MINING DEVELOPMENT TRADING
801,RAZAVI OIL AND GAS DEVELOPMENT,2972564,0.2826704,WW1234624,KOREA MINING DEVELOPMENT TRADING
802,PARSIAN RAIL TRANSPORT DEVELOPMENT,1464252,0.28215525,WW1234624,KOREA MINING DEVELOPMENT TRADING
803,MIDDLE EAST MINES AND MINERAL INDUSTRIES DEVELOPMENT HOLDING,6231490,0.2807637,WW1234624,KOREA MINING DEVELOPMENT TRADING
804,KOREA NAMGANG TRADING,5478390,0.27965698,WW1234624,KOREA MINING DEVELOPMENT TRADING
805,KOREA KUMSAN TRADING,2962244,0.27929038,WW1234624,KOREA MINING DEVELOPMENT TRADING
806,KOREA DAIZIN TRADING,6192241,0.27838665,WW1234624,KOREA MINING DEVELOPMENT TRADING
807,KOREA DAIZIN TRADING,6192263,0.27838665,WW1234624,KOREA MINING DEVELOPMENT TRADING
808,TECHNOLOGY AND DEVELOPMENT GROUP,34618,0.27807868,WW1234624,KOREA MINING DEVELOPMENT TRADING
809,IRAN MOBIN ELECTRONIC DEVELOPMENT,1285839,0.2757645,WW1234624,KOREA MINING DEVELOPMENT TRADING
810,CREDIT INSTITUTION FOR DEVELOPMENT,1679661,0.27574155,WW1234624,KOREA MINING DEVELOPMENT TRADING
811,JOINT STOCK COMPANY HALSDEVELOPMENT,1517157,0.2718939,WW1234624,KOREA MINING DEVELOPMENT TRADING
812,TADBIR ENERGY DEVELOPMENT GROUP,2037050,0.27111584,WW1234624,KOREA MINING DEVELOPMENT TRADING
813,PETROCHEMICAL INDUSTRIES DEVELOPMENT MANAGEMENT,584118,0.2695237,WW1234624,KOREA MINING DEVELOPMENT TRADING
814,APEX DEVELOPMENT AND PROJECTS,4888159,0.26920176,WW1234624,KOREA MINING DEVELOPMENT TRADING
815,KOREA TAESONG TRADING,967026,0.26878148,WW1234624,KOREA MINING DEVELOPMENT TRADING
816,ADVANCED ELECTRONICS DEVELOPMENT,7314,0.26877785,WW1234624,KOREA MINING DEVELOPMENT TRADING
817,PETROIRAN DEVELOPMENT COMPANY PEDCO,1273788,0.2667488,WW1234624,KOREA MINING DEVELOPMENT TRADING
818,PETROIRAN DEVELOPMENT COMPANY PEDCO,1273786,0.2667488,WW1234624,KOREA MINING DEVELOPMENT TRADING
819,PETROIRAN DEVELOPMENT COMPANY PEDCO,629565,0.2667488,WW1234624,KOREA MINING DEVELOPMENT TRADING
820,KOREA PUGANG TRADING,369034,0.26548404,WW1234624,KOREA MINING DEVELOPMENT TRADING
821,IRANIAN PETROCHEMICAL INVESTMENT DEVELOPMENT MANAGEMENT,5016837,0.2647823,WW1234624,KOREA MINING DEVELOPMENT TRADING
822,GHADIR KHUZESTAN CONSTRUCTION INDUSTRY DEVELOPMENT,4568583,0.2629742,WW1234624,KOREA MINING DEVELOPMENT TRADING
823,BAGHMISHEH RESIDENTIAL DEVELOPMENT,4566435,0.2609492,WW1234624,KOREA MINING DEVELOPMENT TRADING
824,PERSIA OIL GAS INDUSTRY DEVELOPMENT,2041727,0.2605426,WW1234624,KOREA MINING DEVELOPMENT TRADING
825,KOREA UNPHA SHIPPING TRADING,3802405,0.26029962,WW1234624,KOREA MINING DEVELOPMENT TRADING
826,SINA PORT AND MARINE SERVICES DEVELOPMENT,1322523,0.25983855,WW1234624,KOREA MINING DEVELOPMENT TRADING
827,TADBIR ECONOMIC DEVELOPMENT GROUP,2041510,0.25967285,WW1234624,KOREA MINING DEVELOPMENT TRADING
828,KOREA MYONGDOK SHIPPING,3802402,0.2587664,WW1234624,KOREA MINING DEVELOPMENT TRADING
829,TIMEET TRADING,5832136,0.25656494,WW1234624,KOREA MINING DEVELOPMENT TRADING
830,KOREA RYONGWANG TRADING,369035,0.25348082,WW1234624,KOREA MINING DEVELOPMENT TRADING
831,MARINE INFORMATION TECHNOLOGY DEVELOPMENT,4569145,0.25270998,WW1234624,KOREA MINING DEVELOPMENT TRADING
832,GILAN ELECTRICITY TRANSMISSION DEVELOPMENT,4566366,0.25115848,WW1234624,KOREA MINING DEVELOPMENT TRADING
833,KOREA MINING DEVELOPMENT TRADING,2522148,0.48524576,WW1234625,KOREA MINING EXPLOIT TRADING
834,KOREA MINING DEVELOPMENT TRADING,2522147,0.48524576,WW1234625,KOREA MINING EXPLOIT TRADING
835,KOREA MINING DEVELOPMENT TRADING,2522146,0.48524576,WW1234625,KOREA MINING EXPLOIT TRADING
836,KOREA MINING DEVELOPMENT TRADING,2522145,0.48524576,WW1234625,KOREA MINING EXPLOIT TRADING
837,KOREA MINING DEVELOPMENT TRADING,134742,0.48524576,WW1234625,KOREA MINING EXPLOIT TRADING
838,GEX EXPLORE S DE RL DE,52236,0.34559944,WW1234625,KOREA MINING EXPLOIT TRADING
839,KOREA OIL EXPLORATION,2239638,0.32502797,WW1234625,KOREA MINING EXPLOIT TRADING
840,MININ,4447064,0.30769348,WW1234625,KOREA MINING EXPLOIT TRADING
841,NOVIN PARS MINERAL EXPLORATION AND MINING ENGINEERING,4568871,0.30682343,WW1234625,KOREA MINING EXPLOIT TRADING
842,AMINI,4217199,0.29424652,WW1234625,KOREA MINING EXPLOIT TRADING
843,KOREA CHOLSAN GENERAL TRADING,6159714,0.279076,WW1234625,KOREA MINING EXPLOIT TRADING
844,KOREA CHOLSAN GENERAL TRADING,6159712,0.279076,WW1234625,KOREA MINING EXPLOIT TRADING
845,KOREA TANGUN TRADING,782411,0.27568272,WW1234625,KOREA MINING EXPLOIT TRADING
846,DING,1062675,0.27343452,WW1234625,KOREA MINING EXPLOIT TRADING
847,KOREA NAMGANG TRADING,5478390,0.26932186,WW1234625,KOREA MINING EXPLOIT TRADING
848,KOREA KUMSAN TRADING,2962244,0.26896882,WW1234625,KOREA MINING EXPLOIT TRADING
849,KOREA DAIZIN TRADING,6192263,0.2680985,WW1234625,KOREA MINING EXPLOIT TRADING
850,KOREA DAIZIN TRADING,6192241,0.2680985,WW1234625,KOREA MINING EXPLOIT TRADING
851,VENTORA MINING,6817740,0.26235282,WW1234625,KOREA MINING EXPLOIT TRADING
852,KOREA TAESONG TRADING,967026,0.2588483,WW1234625,KOREA MINING EXPLOIT TRADING
853,KOREA PUGANG TRADING,369034,0.2556727,WW1234625,KOREA MINING EXPLOIT TRADING
854,KOREA UNPHA SHIPPING TRADING,3802405,0.25067994,WW1234625,KOREA MINING EXPLOIT TRADING
855,ANTONOV,4326186,0.3067181,YY1234626,Antonio Catricalxe0
856,ANTONOV,2929936,0.3067181,YY1234626,Antonio Catricalxe0
